------------ Data File Created By ActiGraph GT3X+ ActiLife v6.13.3 Firmware v1.7.1 date format M/d/yy at 100 Hz  Filter Normal -----------
Serial Number: TAS1F27170048
Start Time 10:34:00
Start Date 8/2/18
Epoch Period (hh:mm:ss) 00:00:00
Download Time 10:36:31
Download Date 8/2/18
Current Memory Address: 0
Current Battery Voltage: 4.1     Mode = 12
--------------------------------------------------
Accelerometer X,Accelerometer Y,Accelerometer Z
0.957,0.273,-0.023
0.977,0.266,-0.027
1.016,0.262,-0.02
1.047,0.273,-0.008
1.074,0.289,0.004
1.086,0.309,0.023
1.086,0.332,0.039
1.078,0.359,0.055
1.066,0.379,0.074
1.051,0.395,0.078
1.039,0.402,0.09
1.035,0.406,0.102
1.035,0.402,0.109
1.043,0.387,0.113
1.047,0.359,0.121
1.047,0.32,0.125
1.039,0.285,0.121
1.039,0.246,0.117
1.031,0.215,0.113
1.027,0.188,0.109
1.02,0.172,0.102
1.02,0.16,0.09
1.016,0.152,0.086
1.016,0.148,0.074
1.02,0.16,0.059
1.012,0.176,0.059
1.012,0.184,0.063
1.016,0.191,0.066
1.023,0.199,0.063
1.023,0.211,0.059
1.02,0.211,0.063
1.02,0.215,0.059
1.016,0.219,0.066
1.023,0.223,0.07
1.039,0.223,0.074
1.043,0.219,0.078
1.047,0.215,0.086
1.035,0.203,0.09
1.027,0.191,0.105
1.027,0.176,0.121
1.039,0.184,0.129
1.051,0.211,0.137
1.035,0.238,0.145
1.02,0.203,0.16
1,0.133,0.16
0.984,0.051,0.191
0.965,-0.066,0.242
0.957,-0.133,0.27
0.934,-0.082,0.273
0.926,-0.016,0.27
0.945,-0.047,0.27
0.945,-0.113,0.266
0.938,-0.137,0.273
0.934,-0.145,0.281
0.945,-0.113,0.27
0.973,-0.043,0.242
0.992,0.02,0.215
0.992,0.07,0.18
0.988,0.105,0.156
0.984,0.137,0.125
0.996,0.172,0.094
1.008,0.199,0.066
1.016,0.223,0.043
1.016,0.238,0.035
1.004,0.262,0.027
0.977,0.277,0.023
0.934,0.305,0.023
0.926,0.301,0.039
0.922,0.305,0.031
0.93,0.293,0.027
0.945,0.277,0.035
0.961,0.266,0.023
0.98,0.258,0.016
0.996,0.254,0.012
1.012,0.238,0.004
1.039,0.242,-0.012
1.078,0.227,-0.027
1.125,0.227,-0.039
1.176,0.242,-0.059
1.219,0.258,-0.074
1.246,0.273,-0.094
1.258,0.285,-0.109
1.254,0.305,-0.121
1.234,0.32,-0.125
1.199,0.328,-0.129
1.156,0.332,-0.129
1.125,0.332,-0.129
1.09,0.328,-0.129
1.055,0.316,-0.117
1.023,0.305,-0.113
0.992,0.293,-0.102
0.965,0.285,-0.094
0.941,0.273,-0.09
0.918,0.262,-0.094
0.902,0.254,-0.09
0.883,0.238,-0.082
0.879,0.238,-0.078
0.871,0.219,-0.082
0.875,0.211,-0.09
0.887,0.203,-0.09
0.902,0.195,-0.105
0.914,0.191,-0.109
0.926,0.191,-0.117
0.938,0.191,-0.121
0.941,0.188,-0.125
0.949,0.184,-0.141
0.961,0.18,-0.156
0.969,0.18,-0.168
0.977,0.176,-0.18
0.977,0.188,-0.184
0.977,0.191,-0.188
0.977,0.199,-0.191
0.973,0.211,-0.191
0.973,0.223,-0.195
0.98,0.234,-0.195
0.988,0.25,-0.191
0.977,0.273,-0.188
0.969,0.281,-0.18
0.969,0.293,-0.172
0.965,0.309,-0.16
0.961,0.316,-0.148
0.957,0.32,-0.129
0.953,0.32,-0.117
0.949,0.324,-0.105
0.945,0.32,-0.082
0.941,0.316,-0.063
0.934,0.309,-0.047
0.934,0.309,-0.02
0.941,0.305,0
0.945,0.305,0.016
0.945,0.297,0.031
0.953,0.289,0.043
0.965,0.277,0.047
0.984,0.266,0.047
1.004,0.254,0.047
1.027,0.242,0.047
1.051,0.238,0.047
1.082,0.242,0.043
1.117,0.25,0.027
1.148,0.25,0.02
1.168,0.262,0.012
1.176,0.273,0.008
1.184,0.289,-0.004
1.191,0.309,-0.016
1.184,0.336,-0.016
1.18,0.367,-0.008
1.16,0.387,0
1.133,0.395,0.008
1.102,0.391,0.023
1.063,0.375,0.039
1.035,0.363,0.043
1.02,0.355,0.047
1.004,0.352,0.051
0.996,0.348,0.051
1,0.34,0.055
1.008,0.328,0.051
1.016,0.324,0.047
1.031,0.324,0.043
1.043,0.328,0.035
1.051,0.332,0.023
1.059,0.336,0.023
1.063,0.34,0.023
1.063,0.332,0.023
1.059,0.332,0.02
1.051,0.332,0.016
1.055,0.328,0.012
1.031,0.324,0.008
1.031,0.324,0.008
1.023,0.324,0.004
1.031,0.328,-0.004
1.047,0.336,-0.012
1.078,0.328,-0.02
1.109,0.324,-0.027
1.141,0.336,-0.027
1.148,0.344,-0.02
1.133,0.352,-0.023
1.125,0.344,-0.023
1.148,0.332,-0.012
1.184,0.332,-0.008
1.211,0.332,0.004
1.23,0.328,0.008
1.25,0.324,0.016
1.262,0.324,0.039
1.262,0.328,0.066
1.238,0.336,0.102
1.195,0.328,0.137
1.16,0.305,0.156
1.137,0.27,0.18
1.109,0.238,0.195
1.086,0.207,0.223
1.066,0.18,0.238
1.051,0.141,0.246
1.055,0.094,0.242
1.066,0.051,0.223
1.074,0.008,0.199
1.074,-0.031,0.172
1.07,-0.051,0.141
