------------ Data File Created By ActiGraph GT3X+ ActiLife v6.13.3 Firmware v1.7.1 date format M/d/yy at 100 Hz  Filter Normal -----------
Serial Number: TAS1F27170049
Start Time 08:05:00
Start Date 8/3/18
Epoch Period (hh:mm:ss) 00:00:00
Download Time 08:06:36
Download Date 8/3/18
Current Memory Address: 0
Current Battery Voltage: 4.17     Mode = 12
--------------------------------------------------
Accelerometer X,Accelerometer Y,Accelerometer Z
0.992,0.328,0.09
0.922,0.313,0.113
0.863,0.27,0.148
0.828,0.242,0.176
0.805,0.25,0.199
0.781,0.238,0.207
0.777,0.203,0.211
0.766,0.168,0.215
0.766,0.172,0.203
0.781,0.141,0.145
0.824,0.168,0.09
0.859,0.16,-0.004
0.863,0.148,-0.063
0.871,0.152,-0.137
0.875,0.113,-0.152
0.863,0.031,-0.156
0.859,-0.008,-0.168
0.844,-0.051,-0.203
0.793,-0.086,-0.242
0.859,-0.063,-0.301
0.883,-0.039,-0.301
0.875,-0.063,-0.262
0.91,-0.031,-0.184
0.898,-0.031,-0.117
0.895,-0.031,-0.082
0.879,0.016,-0.047
0.875,0.066,-0.059
0.879,0.113,-0.07
0.859,0.141,-0.078
0.832,0.16,-0.066
0.867,0.223,-0.039
0.867,0.277,0.012
0.859,0.289,0.039
0.848,0.336,0.117
0.82,0.344,0.145
0.828,0.5,0.16
0.766,0.621,0.137
0.738,0.648,0.117
0.828,0.535,0.074
0.891,0.051,0.031
0.969,-0.418,-0.043
1.012,-0.84,0.02
0.82,-0.719,0.129
0.711,-0.051,0.023
0.691,0.492,-0.156
0.715,0.672,-0.23
0.832,0.676,-0.363
1.09,0.691,-0.402
1.32,0.469,-0.457
1.457,-0.031,-0.512
1.441,-0.727,-0.301
1.207,-1.004,-0.035
1.113,-0.539,-0.09
1.156,0.035,-0.27
1.152,0.133,-0.367
1.129,0.07,-0.406
1.113,0.07,-0.457
1.066,0.105,-0.504
1.039,0.109,-0.527
1.008,0.074,-0.551
0.98,0.043,-0.566
0.949,0.039,-0.527
0.926,0.063,-0.445
0.898,0.117,-0.355
0.871,0.219,-0.25
0.855,0.281,-0.141
0.844,0.336,-0.055
0.859,0.414,-0.027
0.902,0.461,-0.063
0.957,0.453,-0.156
1.027,0.414,-0.281
1.102,0.371,-0.352
1.156,0.344,-0.371
1.219,0.355,-0.395
1.281,0.41,-0.402
1.324,0.418,-0.406
1.293,0.309,-0.344
1.277,0.16,-0.305
1.309,0.07,-0.273
1.285,-0.004,-0.246
1.273,-0.043,-0.25
1.293,-0.016,-0.285
1.285,0.016,-0.305
1.266,0.016,-0.359
1.301,0.051,-0.422
1.332,0.117,-0.449
1.301,0.121,-0.41
1.219,0.059,-0.395
1.176,0.012,-0.426
1.199,-0.027,-0.43
1.207,-0.125,-0.441
1.254,-0.176,-0.461
1.293,-0.141,-0.465
1.281,-0.055,-0.477
1.309,0.039,-0.5
1.355,0.086,-0.516
1.336,0.074,-0.5
1.281,0.082,-0.461
1.215,0.102,-0.445
1.156,0.113,-0.422
